revenue_id,revenue_month,customer_id,product_id,revenue_type,opening_mrr_inr,movement_mrr_inr,closing_mrr_inr,recognized_revenue_inr,arr_run_rate_inr
R004482,2023-12-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004483,2024-01-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004484,2024-02-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004485,2024-03-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004486,2024-04-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004487,2024-05-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004488,2024-06-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004489,2024-07-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004490,2024-08-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004491,2024-09-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004492,2024-10-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004493,2024-11-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004494,2024-12-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004495,2025-01-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004496,2025-02-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004497,2025-03-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004498,2025-04-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004499,2025-05-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004500,2025-06-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004501,2025-07-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004502,2025-08-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004503,2025-09-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004504,2025-10-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004505,2025-11-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004506,2025-12-01,C0135,P001,Recurring,140000,0,140000,140000,1680000
R004507,2023-04-01,C0136,P001,New,0,135000,135000,135000,1620000
R004508,2023-05-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004509,2023-06-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004510,2023-07-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004511,2023-08-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004512,2023-09-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004513,2023-10-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004514,2023-11-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004515,2023-12-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004516,2024-01-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004517,2024-02-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004518,2024-03-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004519,2024-04-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004520,2024-05-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004521,2024-06-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004522,2024-07-01,C0136,P001,Recurring,135000,0,135000,135000,1620000
R004523,2024-08-01,C0136,P001,Expansion,135000,20000,155000,155000,1860000
R004524,2024-09-01,C0136,P001,Recurring,155000,0,155000,155000,1860000
R004525,2024-10-01,C0136,P001,Recurring,155000,0,155000,155000,1860000
R004526,2024-11-01,C0136,P001,Recurring,155000,0,155000,155000,1860000
R004527,2024-12-01,C0136,P001,Recurring,155000,0,155000,155000,1860000
R004528,2025-01-01,C0136,P001,Recurring,155000,0,155000,155000,1860000
R004529,2023-05-01,C0137,P001,New,0,170000,170000,170000,2040000
R004530,2023-06-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004531,2023-07-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004532,2023-08-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004533,2023-09-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004534,2023-10-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004535,2023-11-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004536,2023-12-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004537,2024-01-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004538,2024-02-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004539,2024-03-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004540,2024-04-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004541,2024-05-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004542,2024-06-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004543,2024-07-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004544,2024-08-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004545,2024-09-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004546,2024-10-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004547,2024-11-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004548,2024-12-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004549,2025-01-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004550,2025-02-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004551,2025-03-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004552,2025-04-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004553,2025-05-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004554,2025-06-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004555,2025-07-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004556,2025-08-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004557,2025-09-01,C0137,P001,Recurring,170000,0,170000,170000,2040000
R004558,2023-05-01,C0138,P001,New,0,160000,160000,160000,1920000
R004559,2023-06-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004560,2023-07-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004561,2023-08-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004562,2023-09-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004563,2023-10-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004564,2023-11-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004565,2023-12-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004566,2024-01-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004567,2024-02-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004568,2024-03-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004569,2024-04-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004570,2024-05-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004571,2024-06-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004572,2024-07-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004573,2024-08-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004574,2024-09-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004575,2024-10-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004576,2024-11-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004577,2024-12-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004578,2025-01-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004579,2025-02-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004580,2025-03-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004581,2025-04-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004582,2025-05-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004583,2025-06-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004584,2025-07-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004585,2025-08-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004586,2025-09-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004587,2025-10-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004588,2025-11-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004589,2025-12-01,C0138,P001,Recurring,160000,0,160000,160000,1920000
R004590,2023-05-01,C0139,P001,New,0,130000,130000,130000,1560000
R004591,2023-06-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004592,2023-07-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004593,2023-08-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004594,2023-09-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004595,2023-10-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004596,2023-11-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004597,2023-12-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004598,2024-01-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004599,2024-02-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004600,2024-03-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004601,2024-04-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004602,2024-05-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004603,2024-06-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004604,2024-07-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004605,2024-08-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004606,2024-09-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004607,2024-10-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004608,2024-11-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004609,2024-12-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004610,2025-01-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004611,2025-02-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004612,2025-03-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004613,2025-04-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004614,2025-05-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004615,2025-06-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004616,2025-07-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004617,2025-08-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004618,2025-09-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004619,2025-10-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004620,2025-11-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004621,2025-12-01,C0139,P001,Recurring,130000,0,130000,130000,1560000
R004622,2023-05-01,C0140,P001,New,0,125000,125000,125000,1500000
R004623,2023-06-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004624,2023-07-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004625,2023-08-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004626,2023-09-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004627,2023-10-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004628,2023-11-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004629,2023-12-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004630,2024-01-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004631,2024-02-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004632,2024-03-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004633,2024-04-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004634,2024-05-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004635,2024-06-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004636,2024-07-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004637,2024-08-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004638,2024-09-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004639,2024-10-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004640,2024-11-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004641,2024-12-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004642,2025-01-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004643,2025-02-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004644,2025-03-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004645,2025-04-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004646,2025-05-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004647,2025-06-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004648,2025-07-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004649,2025-08-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004650,2025-09-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004651,2025-10-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004652,2025-11-01,C0140,P001,Recurring,125000,0,125000,125000,1500000
R004653,2025-12-01,C0140,P001,Expansion,125000,15000,140000,140000,1680000
R004654,2023-05-01,C0141,P001,New,0,160000,160000,160000,1920000
R004655,2023-06-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004656,2023-07-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004657,2023-08-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004658,2023-09-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004659,2023-10-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004660,2023-11-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004661,2023-12-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004662,2024-01-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004663,2024-02-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004664,2024-03-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004665,2024-04-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004666,2024-05-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004667,2024-06-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004668,2024-07-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004669,2024-08-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004670,2024-09-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004671,2024-10-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004672,2024-11-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004673,2024-12-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004674,2025-01-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004675,2025-02-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004676,2025-03-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004677,2025-04-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004678,2025-05-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004679,2025-06-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004680,2025-07-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004681,2025-08-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004682,2025-09-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004683,2025-10-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004684,2025-11-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004685,2025-12-01,C0141,P001,Recurring,160000,0,160000,160000,1920000
R004686,2023-05-01,C0142,P002,New,0,480000,480000,480000,5760000
R004687,2023-06-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004688,2023-07-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004689,2023-08-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004690,2023-09-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004691,2023-10-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004692,2023-11-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004693,2023-12-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004694,2024-01-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004695,2024-02-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004696,2024-03-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004697,2024-04-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004698,2024-05-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004699,2024-06-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004700,2024-07-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004701,2024-08-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004702,2024-09-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004703,2024-10-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004704,2024-11-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004705,2024-12-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004706,2025-01-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004707,2025-02-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004708,2025-03-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004709,2025-04-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004710,2025-05-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004711,2025-06-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004712,2025-07-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004713,2025-08-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004714,2025-09-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004715,2025-10-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004716,2025-11-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004717,2025-12-01,C0142,P002,Recurring,480000,0,480000,480000,5760000
R004718,2023-05-01,C0143,P001,New,0,165000,165000,165000,1980000
R004719,2023-06-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004720,2023-07-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004721,2023-08-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004722,2023-09-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004723,2023-10-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004724,2023-11-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004725,2023-12-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004726,2024-01-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004727,2024-02-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004728,2024-03-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004729,2024-04-01,C0143,P001,Recurring,165000,0,165000,165000,1980000
R004730,2023-05-01,C0144,P002,New,0,490000,490000,490000,5880000
R004731,2023-06-01,C0144,P002,Recurring,490000,0,490000,490000,5880000
R004732,2023-07-01,C0144,P002,Recurring,490000,0,490000,490000,5880000
R004733,2023-08-01,C0144,P002,Recurring,490000,0,490000,490000,5880000
R004734,2023-09-01,C0144,P002,Recurring,490000,0,490000,490000,5880000
R004735,2023-10-01,C0144,P002,Recurring,490000,0,490000,490000,5880000
R004736,2023-11-01,C0144,P002,Recurring,490000,0,490000,490000,5880000
R004737,2023-12-01,C0144,P002,Recurring,490000,0,490000,490000,5880000
R004738,2024-01-01,C0144,P002,Recurring,490000,0,490000,490000,5880000
R004739,2024-02-01,C0144,P002,Recurring,490000,0,490000,490000,5880000
R004740,2024-03-01,C0144,P002,Expansion,490000,55000,545000,545000,6540000
R004741,2024-04-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004742,2024-05-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004743,2024-06-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004744,2024-07-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004745,2024-08-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004746,2024-09-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004747,2024-10-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004748,2024-11-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004749,2024-12-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004750,2025-01-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004751,2025-02-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004752,2025-03-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004753,2025-04-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004754,2025-05-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004755,2025-06-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004756,2025-07-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004757,2025-08-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004758,2025-09-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004759,2025-10-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004760,2025-11-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004761,2025-12-01,C0144,P002,Recurring,545000,0,545000,545000,6540000
R004762,2023-05-01,C0145,P001,New,0,100000,100000,100000,1200000
R004763,2023-06-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004764,2023-07-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004765,2023-08-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004766,2023-09-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004767,2023-10-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004768,2023-11-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004769,2023-12-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004770,2024-01-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004771,2024-02-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004772,2024-03-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004773,2024-04-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004774,2024-05-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004775,2024-06-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004776,2024-07-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004777,2024-08-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004778,2024-09-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004779,2024-10-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004780,2024-11-01,C0145,P001,Recurring,100000,0,100000,100000,1200000
R004781,2024-12-01,C0145,P002,Upgrade,100000,150000,250000,250000,3000000
R004782,2025-01-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004783,2025-02-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004784,2025-03-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004785,2025-04-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004786,2025-05-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004787,2025-06-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004788,2025-07-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004789,2025-08-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004790,2025-09-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004791,2025-10-01,C0145,P002,Recurring,250000,0,250000,250000,3000000
R004792,2025-11-01,C0145,P002,Expansion,250000,35000,285000,285000,3420000
R004793,2025-12-01,C0145,P002,Recurring,285000,0,285000,285000,3420000
R004794,2023-05-01,C0146,P001,New,0,125000,125000,125000,1500000
R004795,2023-06-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004796,2023-07-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004797,2023-08-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004798,2023-09-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004799,2023-10-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004800,2023-11-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004801,2023-12-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004802,2024-01-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004803,2024-02-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004804,2024-03-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004805,2024-04-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004806,2024-05-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004807,2024-06-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004808,2024-07-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004809,2024-08-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004810,2024-09-01,C0146,P001,Recurring,125000,0,125000,125000,1500000
R004811,2024-10-01,C0146,P001,Expansion,125000,10000,135000,135000,1620000
R004812,2024-11-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004813,2024-12-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004814,2025-01-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004815,2025-02-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004816,2025-03-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004817,2025-04-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004818,2025-05-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004819,2025-06-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004820,2025-07-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004821,2025-08-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004822,2025-09-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004823,2025-10-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004824,2025-11-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004825,2025-12-01,C0146,P001,Recurring,135000,0,135000,135000,1620000
R004826,2023-06-01,C0147,P001,New,0,120000,120000,120000,1440000
R004827,2023-07-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004828,2023-08-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004829,2023-09-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004830,2023-10-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004831,2023-11-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004832,2023-12-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004833,2024-01-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004834,2024-02-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004835,2024-03-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004836,2024-04-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004837,2024-05-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004838,2024-06-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004839,2024-07-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004840,2024-08-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004841,2024-09-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004842,2024-10-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004843,2024-11-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004844,2024-12-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004845,2025-01-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004846,2025-02-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004847,2025-03-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
R004848,2025-04-01,C0147,P001,Recurring,120000,0,120000,120000,1440000
